session,identifier,title,primary_sponsors,co_sponsors,abstract,final_disposition,most_recent_action,signed_into_law,governor_bound,was_textually_amended,similarity_ratio,text_change_narrative,amendments_listed,nelis_url
81,SB272,Revises provisions relating to education. (BDR 34-940),Senator Heidi Seevers Gansert (Republican); Senator Ben Kieckhefer (Republican),,"This bill establishes the Nevada Educator Corps to provide tutoring services in public schools. Section 1 of this bill requires the Department of Education to: (1) establish a database of members of the Nevada Educator Corps from which to assign members to public schools to provide in person and online tutoring services; (2) conduct a background check of each member of the Nevada Educator Corps; and (3) waive the fee for a license to teach if a member does not have such a license. Section 1 provides that a person is eligible to join the Nevada Educator Corps if the person is a: (1) retired teacher; (2) teacher currently licensed in this State; or (3) student with a certain number of college credits who receives a special license to teach. Section 1 also provides for the payment of members of the Nevada Educator Corps. Finally, section 1 requires a regional training program for the professional development of teachers and administrators to provide training to members of the Nevada Educator Corps and determine the best subject area for a member to provide tutoring services. Section 2 of this bill makes an appropriation to the Department of Education to administer the Nevada Educator Corps.",Failed,"(Pursuant to Joint Standing Rule No. 14.3.1, no further action allowed.)",No,No,,,,,https://www.leg.state.nv.us/App/NELIS/REL/81st2021/Bill/7857/Overview
81,SB273,Revises provisions relating to education. (BDR 34-941),Senator Heidi Seevers Gansert (Republican); Senator Ben Kieckhefer (Republican),,"Senate Bill No. 391 (S.B. 391) of the 78th Legislative Session requires the Department of Education, the board of trustees of each school district and governing body of each charter school to take certain actions concerning the improvement of pupil literacy. (Chapter 334, Statutes of Nevada 2015, at page 1857) This bill creates the Account to Promote Pupil Literacy in the State General Fund and requires the Superintendent of Public Instruction to administer the Account. This bill requires that the money in the Account be distributed to carry out certain provisions enacted by S.B. 391 through a noncompetitive grants program. This bill requires schools that receive such a grant to use the money for literacy programs in elementary schools and to support school-based efforts to ensure that all pupils are proficient in reading. This bill requires the board of trustees of a school district or governing body of a charter school that receives such a grant to: (1) set measurable performance objectives; (2) prepare and submit an annual report to the Department that includes a description of the programs or services for which the money was used by each school and the number of pupils who participated in a program or received services; and (3) not use the money to supplant other budgets in the school. This bill requires the Department to prepare a biennial report concerning the programs for which the money is used and submit the report to the Governor and Director of the Legislative Counsel Bureau for transmittal to each session of the Legislature.",Failed,"(Pursuant to Joint Standing Rule No. 14.3.1, no further action allowed.)",No,No,,,,,https://www.leg.state.nv.us/App/NELIS/REL/81st2021/Bill/7858/Overview
81,SB306,Revises provisions relating to education savings accounts and education funding. (BDR 34-223),Senator Scott Hammond (Republican),,"Senate Bill No. 302 (S.B. 302) of the 78th Session of the Nevada Legislature established the education savings account program, pursuant to which grants of money are made to certain parents on behalf of their children to defray the cost of instruction outside the public school system. (Chapter 332, Statutes of Nevada 2015, at page 1824) Following a legal challenge of S.B. 302, the Nevada Supreme Court held in Schwartz v. Lopez, 132 Nev. 732 (2016), that the legislation was valid under Section 2 of Article 11 of the Nevada Constitution, which requires a uniform system of common schools, and under Section 10 of Article 11 of the Nevada Constitution, which prohibits the use of public money for a sectarian purpose. However, the Nevada Supreme Court found that the Legislature did not make an appropriation for the support of the education savings account program and held that the use of any money appropriated for K-12 public education for the education savings account program would violate Sections 2 and 6 of Article 11 of the Nevada Constitution. The Court enjoined the enforcement of section 16 of S.B. 302, which amended NRS 387.124 to require that all money deposited in education savings accounts be subtracted from each school district's quarterly apportionments from the State Distributive School Account. During the 80th Session of the Nevada Legislature, the Legislature repealed the entirety of the provisions governing the education savings account program. (Chapter 537, Statutes of Nevada 2019, at page 3294) Sections 5-29 of this bill reenact the provisions that were repealed during the 80th Session of the Nevada Legislature, with some revisions. In response to the Schwartz decision, section 34 of this bill appropriates money to fund the administration of the education savings account program for the 2021-2023 biennium. Section 17 of this bill creates the Office of Educational Choice within the Department of Education with a Director who is responsible for the administration of the program. In addition, sections 17, 32 and 33 of this bill make the Office responsible for administration of the Nevada Educational Choice Scholarship Program, which provides certain tax incentives to organizations that provide grants for certain pupils to attend schools which require some type of payment. (NRS 388D.270) All responsibilities relating to the Nevada Educational Choice Scholarship Program and the education savings account program which were previously carried out by the State Treasurer and the Department of Education are required by this bill to be carried out by the Director. Section 36 of this bill makes certain regulations adopted by the State Treasurer or Department of Education continue in effect until the Director amends or replaces them, and allows the Director to enforce the regulations. In addition, any existing contracts relating to the Nevada Educational Choice Scholarship Program and the education savings account program which were made by the State Treasurer or Department become binding upon the Director. The appropriation for the education savings account program in section 34 of this bill is made to the Office of Educational Choice to be deposited to the Account for Educational Choice, which is created in the State General Fund by section 18 of this bill. Section 18 requires the Account to be administered by the Director of the Office of Educational Choice and authorizes the Director to accept gifts and grants for deposit in the Account. Section 18 also: (1) restricts the use of the money in the Account to making grants under the education savings account program, to pay for the administrative costs of the Office of Educational Choice and for other purposes authorized by the Legislature; and (2) authorizes any money in the Account for expenditure as a continuing appropriation for such purposes. Sections 21 and 23 of this bill require the reversion of any balance remaining in an education savings account that has been terminated or not renewed to the Account for Educational Choice. Sections 19 and 35 of this bill limit the number of grants that may be made in a school year to first-time applicants in a school district under the education savings account program. In addition, when more applications are received than money is available, section 23 requires grants to be awarded in the order in which applications are approved. Section 20 of this bill requires the Director of the Office of Educational Choice to comply with the State Budget Act in administering the program and, as part of the budgeting process, to estimate the amount of money required for the program for each biennium. Section 21 allows the Director to enter into an agreement to establish an education savings account without a guarantee that money will be deposited in the account. No agreement may obligate the State to make a grant in excess of the amount appropriated or authorized for the education savings account program. Section 21 allows for the establishment of education savings accounts for children who are at least 5 years of age and less than 7 years of age and children of active duty members of the military, regardless of whether those children had been enrolled in a public school in Nevada for not less than two consecutive quarters of the school year preceding the establishment of an education savings account for such a child. Sections 9, 12, 13 and 26 of this bill allow the Director to approve as a participating entity in the education savings account program a person or entity that is located outside Nevada or that meets criteria established by the Director for participation in the program. Existing law requires each school district to report to the Department of Education on a quarterly basis the average daily enrollment of pupils in the school district. The enrollment of pupils in each school district is used to calculate the yearly appointment that will be provided for each district. Existing law also includes a “hold harmless” provision, pursuant to which a school district with a significant decline in enrollment is protected against a corresponding reduction in apportionments from the State Education Fund. (NRS 387.1223) Section 2 of this bill provides that children in the school district who are receiving grants from the education savings account program are not to be included in the count of pupils in a school district for determining enrollment or for the purpose of computing the yearly apportionment under most circumstances.",Failed,(No further action taken.),No,No,,,,,https://www.leg.state.nv.us/App/NELIS/REL/81st2021/Bill/7921/Overview
81,SB312,Provides for the use of certain federal funding for the costs associated with the enrollment of prekindergarten pupils in prekindergarten education programs in the 2021-2022 and 2022-2023 school years. (BDR S-942),Senator Ben Kieckhefer (Republican); Senator Heidi Seevers Gansert (Republican),,"In response to the COVID-19 pandemic, the United States Congress passed two bills that provided funding for education: the Coronavirus Aid, Relief, and Economic Security (CARES) Act, which was signed into law on March 27, 2020, and the Coronavirus Response and Relief Supplemental Appropriations (CRRSA) Act, 2021, which was signed into law on December 27, 2020. (Pub. L. No. 116-136; Pub. L. No. 116-260) The CARES Act provided $2.95 billion to the national Governor's Emergency Education Relief (GEER) Fund. Nevada was allocated $26.5 million of that money, which is now known as GEER I funding. An additional $4.05 billion was added to the GEER Fund by the CRRSA Act, which is referred to as GEER II funding. Nevada has been allocated $12,000,000 of GEER II funding. This bill transfers $8,000,000 of the GEER II funding allocated to the State of Nevada to the Department of Education for distribution as grants for the costs associated with the enrollment of at least 500 prekindergarten pupils in prekindergarten education programs in the 2021-2022 and 2022-2023 school years.",Failed,"(Pursuant to Joint Standing Rule No. 14.3.1, no further action allowed.)",No,No,,,,,https://www.leg.state.nv.us/App/NELIS/REL/81st2021/Bill/7940/Overview
81,SB316,Provides for the use of certain federal funding for a pilot program for certain pupils enrolled in a public high school. (BDR S-943),Senator Ben Kieckhefer (Republican); Senator Heidi Seevers Gansert (Republican),,"In response to the COVID-19 pandemic, the United States Congress passed two bills that provided funding for education: the Coronavirus Aid, Relief, and Economic Security (CARES) Act, which was signed into law on March 27, 2020, and the Coronavirus Response and Relief Supplemental Appropriations (CRRSA) Act, 2021, which was signed into law on December 27, 2020. (Pub. L. No. 116-136; Pub. L. No. 116-260) The CARES Act provided $13.23 billion to the national Elementary and Secondary School Emergency Relief (ESSER) Fund. Nevada was allocated approximately $117 million of that money, which is now known as ESSER I funding. An additional $54.3 billion was added to the ESSER Fund by the CRRSA Act, which is referred to as ESSER II funding. Nevada has been allocated approximately $477 million of ESSER II funding. This bill transfers $25,000,000 of the ESSER II funding allocated to the State of Nevada to the Department of Education for the distribution of grants to provide a pilot program in the 2021-2022 and 2022-2023 school years to support pupils who have not graduated from high school by the end of their fourth year of enrollment and who enroll in an additional year of high school to complete the requirements for graduation.",Failed,(No further action taken.),No,No,,,,,https://www.leg.state.nv.us/App/NELIS/REL/81st2021/Bill/7936/Overview
81,SB321,"AN ACT relating to education; creating the Nevada System of Community Colleges; creating the State Board for Community Colleges to administer the community colleges within the System and supervise and control the System separate from the Nevada System of Higher Education; providing for the appointment by the Governor of the membership of the Board; establishing the powers, duties and responsibilities of the Board; authorizing the Board to employ an Executive Director and delegate to the Executive Director any of the powers and duties of the Board; providing for the creation of and the appointment by the Governor of the membership of a board of trustees for each community college within the Nevada System of Community Colleges; establishing the powers, duties and responsibilities of the boards of trustees of the community colleges; providing for the selection of a president for each community college; establishing the Articulation and Transfer Board; transferring to the Board and to the boards of trustees of the community colleges, as applicable, the powers and duties of the Board of Regents of the University of Nevada relating to the supervision and control of community colleges; providing penalties; and providing other matters properly relating thereto.",Senator James Settelmeyer (Republican); Senator Scott Hammond (Republican); Senator Ira Hansen (Republican),,"Existing law provides that the system of community colleges of this State is, along with the universities and state colleges of this State, part of the Nevada System of Higher Education administered under the control of the Board of Regents of the University of Nevada. (NRS 396.020) Effective July 1, 2022, this bill generally transfers authority for the supervision and control of community colleges from the Board of Regents to the State Board for Community Colleges and the boards of trustees of such community colleges. Section 7 of this bill creates the State Board for Community Colleges and provides for the appointment by the Governor of the members of the Board. Section 10 of this bill creates the Nevada System of Community Colleges, consisting of each community college administered under the direction of the Board and provides that the System is operated under the direction and control of the Board. Sections 7-73 and 77-81 of this bill generally provide the Board with similar powers and duties relative to the supervision and control of the Nevada System of Community Colleges as those exercised by the Board of Regents under existing law. Section 9 of this bill requires the Board to appoint an Executive Director and authorizes the Board to delegate any of its powers and duties to the Executive Director. Section 11 of this bill requires the Board to establish standards governing the operation of community colleges within the System and to exercise any powers necessary to carry out the provisions of this bill. Section 74 of this bill creates a board of trustees for each community college within the System and provides for the appointment by the Governor of the membership of a board of trustees. Sections 74-76 of this bill establish certain powers and duties of such a board of trustees. Section 75 of this bill provides that the board of trustees of a community college shall operate and manage the community college for which it was appointed. Section 74 of this bill provides that any rules and regulations adopted by a board of trustees for the operation and management of a community college must be consistent with the rules and regulations adopted by the State Board for Community Colleges. Section 76 of this bill requires the board of trustees to employ a president for the community college and authorizes the board of trustees to delegate any of its powers and duties to the president. Sections 82-149 and sections 154-156 of this bill amend various provisions of existing law specifically related to education consistent with the provisions of this bill which transfer the direction and control of community colleges from the Board of Regents to the State Board for Community Colleges. Sections 140 and 142 of this bill provide that provisions of existing law relating to education loans for nursing students apply to students who attend an institution of the Nevada System of Higher Education and students who attend a community college. Likewise, sections 143-145 of this bill amend existing law to ensure the continued eligibility of community college students for the Millennium Scholarship and sections 146-149 of this bill ensure the continued eligibility of community college students for the Silver State Opportunity Grant Program. Section 151 of this bill creates the Articulation and Transfer Board and provides for the appointment by the Governor of the members of the Board. Sections 152 and 153 of this bill establish certain powers and duties of the Board. Sections 157-327 of this bill similarly amend other provisions of existing law to delineate the powers and duties of the Board of Regents relative to the Nevada System of Higher Education and the powers and duties of the State Board for Community Colleges and the boards of trustees of the community colleges relative to the Nevada System of Community Colleges. Section 329 of this bill provides for the appointment, on or after July 1, 2022, by the Governor of the initial members of the State Board for Community Colleges and the boards of trustees of the community colleges. Section 330 of this bill provides for the appointment of the members added to various boards, councils and commissions by sections 82, 97, 118, 157, 227, 232, 292 and 297 of this bill, including the: (1) State Board of Education; (2) Commission on Educational Technology; (3) Commission on Professional Standards in Education; (4) Committee to advise the Court Administrator regarding court interpreters; (5) Board of the Public Employees' Benefits Program; (6) Committee to administer the Public Employees' Deferred Compensation Program; (7) Nevada Early Childhood Advisory Council; and (8) Advisory Council on the State Program for Wellness and the Prevention of Chronic Disease. Sections 180, 183, 261, 269, 273 and 290 of this bill similarly provide for the appointment of the Executive Director of the State Board for Community Colleges to various boards, councils and commissions, including the: (1) Advisory Council on Science, Technology, Engineering and Mathematics; (2) Board of Economic Development; (3) Technical Advisory Committee on Future State Revenues; (4) Board of Trustees of the College Savings Plans of Nevada; (5) corporation for public benefit established by the State Treasurer; and (6) Interagency Council on Veterans Affairs. Section 331 of this bill provides for the appointment, on or after July 1, 2022, by the Governor of the initial members of the Articulation and Transfer Board. Section 332 of this bill provides that any lease or contract entered into by the Nevada System of Higher Education or the Board of Regents before July 1, 2022, and in effect on or after July 1, 2022, relating to the operation of or the provision of services by or to the community colleges shall be deemed to be a lease or contract entered into by the board of trustees of the respective community college.",Failed,"(Pursuant to Joint Standing Rule No. 14.3.1, no further action allowed.)",No,No,,,,,https://www.leg.state.nv.us/App/NELIS/REL/81st2021/Bill/7953/Overview
81,SB327,Revises provisions relating to discriminatory practices. (BDR 53-574),Senator Dina Neal (Democratic); Senator Dallas Harris (Democratic),,"Existing law establishes that it is the policy of this State to foster the right of all persons to reasonably seek, obtain and hold employment without discrimination, distinction or restriction because of race, religious creed, color, age, sex, disability, sexual orientation, gender identity or expression, national origin or ancestry. (NRS 233.010) In addition, existing law prohibits certain employers, employment agencies, labor organizations, joint labor-management committees or contractors from engaging in certain discriminatory employment practices. For example, it is an unlawful employment practice to fail to hire or to fire or otherwise discriminate against a person, or to limit or segregate or classify an employee on the basis of race, color, religion, sex, sexual orientation, age, disability or national origin, except in certain circumstances. (NRS 338.125, 613.330, 613.340, 613.350, 613.380) Sections 1.3, 2, 4, 9 and 14 of this bill define “race” to include traits associated with race, including, without limitation, hair texture and protective hairstyles. Similar protections are provided in other contexts by the following sections. Section 10 of this bill defines “race” to include traits associated with race for the purpose of prohibiting discrimination on the basis of race within the State Personnel System. (NRS 284.150, 284.385) Section 12 of this bill revises provisions governing relations with local government employers to prohibit discrimination on the basis of traits associated with race. (NRS 288.270) Section 15 of this bill revises the restrictions for commercial advertising on a school bus by prohibiting advertising that attacks groups based on traits associated with race. (NRS 386.845) Section 16 of this bill prohibits a dress code or policy that requires pupils to wear school uniforms to discriminate against a pupil based on race. (NRS 386.855) Sections 21, 22 and 25 of this bill prohibit discrimination based upon traits associated with race for enrollment in a charter school, a university school for profoundly gifted pupils or the Nevada System of Higher Education. (NRS 388A.453, 388C.010, 396.530) Section 24 of this bill prohibits a pupil from being disciplined based on his or her race. Existing law authorizes the Nevada Equal Rights Commission to investigate tensions, practices of discrimination and acts of prejudice against any person with regard to employment based on race, color, creed, sex, age, disability, gender identity or expression, national origin or ancestry. (NRS 233.150) Existing law provides that, if the Commission does not conclude that an unfair employment practice has occurred, the Commission is required to provide certain information to a complainant regarding his or her rights. (NRS 613.420) Section 3 of this bill requires the Commission to provide the complainant with certain information relating to the filing of a charge alleging an unlawful employment practice with the United States Equal Employment Opportunity Commission and the process by which the Equal Employment Opportunity Commission conducts a review of the Nevada Equal Rights Commission's conclusion. Section 5 of this bill defines “race” to include traits associated with race for the purpose of serving as the basis upon which the Commission may investigate an allegation of discrimination. Sections 7, 8 and 23 of this bill set forth certain requirements governing testing that is used by a county, city or school district, respectively, for a decision regarding the promotion of an employee and make it a category E felony to tamper with the score of a test taken by an employee. Existing law sets forth the subjects that are subject to negotiation with an employee organization for the purposes of a collective bargaining agreement. (NRS 288.150) Section 11 of this bill provides that the requirements governing testing that is used by a county, city or school district, respectively, for a decision regarding the promotion of an employee are not subject to such negotiation. Section 13 of this bill makes conforming changes to revise internal references. (NRS 288.500) Existing law requires the Department of Education to prescribe a policy for all school districts and schools in this State to provide a safe and respectful learning environment that is free of bullying and cyber-bullying, including the provision of training to school personnel and requirements for reporting violations of the policy. (NRS 388.133) Sections 18 and 19 of this bill define “protective hairstyle” and “race” for the purposes of those provisions which require safe and respectful learning environments and prohibit bullying and cyber-bullying. Section 20 of this bill makes a conforming change to indicate the placement of sections 18 and 19 within the Nevada Revised Statutes.",Enacted,Approved by the Governor. Chapter 296.,Yes,Yes,Yes,0.2627,"The enrolled bill differs from the introduced version before it reached the Governor. NELIS lists adopted amendments: Amendment 250, Amendment 570.",Amendment 250; Amendment 570,https://www.leg.state.nv.us/App/NELIS/REL/81st2021/Bill/7961/Overview
81,SB330,Revises provisions relating to education. (BDR 34-554),Senator Keith Pickard (Republican),,"Existing law requires the board of trustees of each school district to submit a report to the Superintendent of Public Instruction and the Department of Taxation which includes information on the school district's actual and proposed expenditures. (NRS 387.303) Section 1 of this bill requires the board of trustees of each school district to submit a report to the Department of Education that clearly and concisely explains each expenditure made by the school district and each school in the school district. Section 1 requires the report to include: (1) the category of spending for each expenditure; (2) how each expenditure was used; and (3) the source of revenue for each expenditure. Section 1 further requires the Department, each school district and each school that hosts an Internet website to make the information provided in the report available on their respective Internet websites. Existing law requires boards of trustees of county school districts to prepare budgets. (NRS 387.300) Section 2 of this bill requires the boards of trustees to base their budgets on the total amount of money available per pupil in the preceding fiscal year. Section 2 also requires that each budget reflect, in plain language, the: (1) total expenditures of the school district; (2) expenditures of each school within the school district; and (3) expenditures common to the school district. Under existing law, the Department is required to develop a uniform system of budgeting and accounting for all the public schools in this State. (NRS 387.3035) Section 3 of this bill requires such a system to be based on generally accepted accounting principles.",Failed,(No further action taken.),No,No,,,,,https://www.leg.state.nv.us/App/NELIS/REL/81st2021/Bill/7965/Overview
81,SB333,Establishes a credit against certain taxes for a taxpayer who donates money to a charter school tax credit organization that makes grants to charter schools for certain purposes. (BDR 32-623),Senator Carrie Buck (Republican),,"Existing law requires employers to pay an excise tax, commonly referred to as the modified business tax, on the wages paid to their employees during each calendar quarter. (NRS 363A.130, 363B.110) Existing law also requires each insurer to pay to the Department of Taxation a tax upon net direct premium and net direct considerations written at the rate of 3.5 percent (the general tax on insurance premiums). (NRS 680B.027) Sections 1, 3 and 7 of this bill authorize a taxpayer to receive a credit against the modified business tax or the general tax on insurance premiums equal to an amount which is approved by the Department of Taxation and which must not exceed the amount of any donation of money made by the taxpayer to the charter school tax credit organization. To claim the tax credit, sections 1, 3 and 7 require the charter school tax credit organization to apply to the Department for approval of the credit for a taxpayer who intends to make a donation to the charter school tax credit organization. If the Department approves the application, the charter school tax credit organization must provide notice to the taxpayer, who must make the donation within 30 days after receiving the notice. If the taxpayer does not make the donation within the requisite period, the taxpayer forfeits eligibility for the credit. The Department: (1) must approve or deny applications for the tax credit in the order in which the applications are received by the Department; and (2) is authorized to approve applications for each fiscal year until the amount of the tax credits approved for the fiscal year is $10,000,000. Sections 2 and 4 of this bill provide specifically for application of the credit against the modified business tax. Section 8 of this bill provides specifically for application of the credit against the general tax on insurance premiums Section 5 of this bill requires the Executive Director of the Department to appoint a charter school tax credit organization to oversee and administer the donations received pursuant to the provisions of this bill. Section 5 requires the charter school tax credit organization to accept applications each year from charter schools who wish to receive a grant of money donated pursuant to the provisions of this bill and to make an annual distribution to eligible charter schools apportioned based on the number of enrolled pupils of the school who are eligible for free or reduced-price lunches under the National School Lunch Act, 42 U.S.C. §§ 1751 et seq. Sections 9 and 10 of this bill make conforming changes to indicate the placement of sections 7 and 8 in the Nevada Revised Statutes.",Failed,"(Pursuant to Joint Standing Rule No. 14.3.1, no further action allowed.)",No,No,,,,,https://www.leg.state.nv.us/App/NELIS/REL/81st2021/Bill/7968/Overview
81,SB343,Revises provisions relating to education. (BDR 34-551),Senator Keith Pickard (Republican); Senator Ira Hansen (Republican); Senator Joseph Hardy (Republican),Senator Carrie Buck (Republican),"Existing law authorizes the board of trustees of a school district to make various decisions regarding school property, including, without limitation, entering into a lease agreement for school facilities. (NRS 393.080) Section 6 of this bill authorizes the board of trustees of a school district to enter into lease agreements with private businesses or organizations for school facilities to provide additional space to reduce class sizes within the school district. Section 5 of this bill sets forth requirements for: (1) a lease agreement with a private business or organization to provide additional space for academic instruction pursuant to section 6; (2) soliciting bids requested by the board of trustees of a school district or a landlord to make improvements to a leased school facility; and (3) a contract entered into by the board of trustees of a school district or a landlord to make improvements to a leased school facility. Section 4 of this bill creates the Account for Improvements to Leased Property in the State General Fund. Section 4 requires that money in the Account be used only to make improvements to a school facility which has been leased by a school district to reduce class sizes within the school district. Existing law imposes various excise taxes on the sale of cannabis and cannabis products. Under existing law, beginning July 1, 2021, the revenues collected from the excise taxes imposed on the wholesale sale of cannabis are distributed first to the Cannabis Compliance Board and local governments and then to the State Education Fund, while the revenues collected from the excise tax imposed on the retail sale of cannabis or cannabis products are distributed to the State Education Fund. (NRS 372A.290) Section 7 of this bill instead requires all revenues collected from the excise taxes to be deposited to the credit of the Account for Improvements to Leased Property. Section 1 of this bill makes a conforming change related to the use of certain tax revenues. Section 2 of this bill makes a conforming change related to paying expenses relating to the acquisition of school facilities.",Failed,(No further action taken.),No,No,,,,,https://www.leg.state.nv.us/App/NELIS/REL/81st2021/Bill/7987/Overview
81,SB352,AN ACT relating to education; requiring the Commission on Professional Standards in Education to adopt regulations related to paraprofessionals and certain other employees and to student teaching; and providing other matters properly relating thereto.,Senate Committee on Education,,Existing law requires the Commission on Professional Standards in Education to adopt regulations relating to the qualifications to obtain a license to teach in this State. (NRS 391.019) This bill requires the Commission to adopt regulations that: (1) allow a person who is currently employed as a paraprofessional and enrolled in a program to become a teacher to complete an accelerated program of student teaching in the area in which the person is currently employed as a paraprofessional; (2) require the Department of Education to accept a student teaching experience completed in another state or a foreign country if the Department determines that experience substantially fulfills the requirements of a program of student teaching in this State; and (3) allow a person who is currently employed by a public school to provide support or other services relating to school psychology to simultaneously complete a program of internship in psychology.,Enacted,Chapter 529.,Yes,Yes,Yes,0.7104,The enrolled bill differs from the introduced version before it reached the Governor. NELIS lists adopted amendments: Amendment 581.,Amendment 581,https://www.leg.state.nv.us/App/NELIS/REL/81st2021/Bill/8010/Overview
81,SB353,Requires the Department of Education to review certain assessments. (BDR 34-528),Senate Committee on Education,,"Existing law provides for the administration of examinations and assessments to measure the achievement and proficiency of pupils in various subjects. (NRS 390.055, 390.105) Section 2 of this bill requires the Department of Education to review the examinations and assessments administered to pupils for: (1) the educational benefit of administering an examination or assessment; (2) the costs of administering an examination or assessment; and (3) redundancy in the information, skills or abilities measured by an examination or assessment. Section 3 of this bill requires the Department to adopt regulations that prescribe limitations for: (1) the time taken from instruction to conduct an examination or assessment; and (2) the number of examinations or assessments administered in a school year. Section 3 requires the board of trustees of a school district or the governing body of a charter school to request a waiver from the State Board of Education if the board of trustees or the governing body intends to administer an examination or assessment that would exceed the limits imposed by the Department. Section 3 authorizes the State Board to grant a waiver from the limitations to a school district or charter school if the State Board deems a waiver to be appropriate. Section 3.5 of this bill makes an appropriation to the Department for costs related to contract services and adopting regulations to carry out the provisions of this bill.",Enacted,Approved by the Governor. Chapter 475.,Yes,Yes,Yes,0.1129,"The enrolled bill differs from the introduced version before it reached the Governor. NELIS lists adopted amendments: Amendment 767, Amendment 827.",Amendment 767; Amendment 827,https://www.leg.state.nv.us/App/NELIS/REL/81st2021/Bill/8011/Overview
81,SB354,Revises provisions relating to education. (BDR 34-842),Senate Committee on Education,,"Existing law establishes a statewide system of accountability for public schools. (NRS 385A.600) Section 1 of this bill requires the Department of Education to include in the statewide system of accountability for public schools data to recognize public schools that reduce the frequency of suspension, expulsion or removal of pupils from school. Existing law establishes provisions related to the discipline of pupils, including, without limitation, suspending, expelling or removing a pupil from school. (NRS 392.461-392.472) Existing law prohibits a public school from expelling a pupil from school without first providing a plan of action based on restorative justice. Under existing law, the Department must develop one or more examples of a plan of action based on restorative justice. (NRS 392.472) Section 12 of this bill additionally prohibits a public school from suspending or removing a pupil from school without first providing a plan of action based on restorative justice. Existing law creates the Office for a Safe and Respectful Learning Environment within the Department. (NRS 388.1323) Existing law requires the Department to develop a policy to provide a safe and respectful learning environment that is free of bullying and cyber-bullying. (NRS 388.133) Section 2 of this bill requires the Department to develop a statewide framework for restorative justice. Section 2 sets forth various requirements for the statewide framework. Section 2.3 of this bill makes a conforming change to indicate the placement of section 2 within the Nevada Revised Statutes. Section 2.7 of this bill requires the policy to provide a safe and respectful learning environment to include requirements and methods for restorative disciplinary practices that are in alignment with the statewide framework for restorative justice. Existing law requires each public school to collect data on the discipline of pupils. (NRS 392.462) Section 3 of this bill requires the data to be disaggregated by certain subgroups of pupils and types of offense and, to the extent allowed under federal law, be posted on the Internet website of the school. Under existing law, the board of trustees of each school district shall establish a plan to provide for the restorative discipline of pupils, which must be developed with the input of certain school personnel and the parents and guardians of pupils. (NRS 392.4644) Existing law requires the plan to provide for the restorative discipline of pupils to also provide for the temporary removal of a pupil from a classroom or other premises of a public school. (NRS 392.4645) Section 5 of this bill requires the board of trustees of each school district to also obtain input from pupils who are enrolled in schools in the school district and requires that the plan to provide for the restorative discipline of pupils align with the statewide framework for restorative justice developed pursuant to section 2. Section 6 of this bill requires that a public school must offer certain services to a pupil who is temporarily removed from school. Existing law provides for the suspension or expulsion of a pupil from a public school in certain circumstances. (NRS 392.466, 392.467) Existing law establishes various provisions related to the procedure for suspending, expelling or removing a pupil from school. (NRS 392.4646, 392.4655, 392.4657) Sections 6-9 of this bill revise provisions relating to the participation of unaccompanied pupils and, in certain instances, pupils in foster care in any procedures related to the suspension, expulsion or removal of the pupil from school. Sections 6-8 of this bill require the consideration of the effects of homelessness in suspending, expelling or removing a pupil from school. Sections 10 and 11 of this bill prohibit a pupil from being suspended or expelled from school unless it has been determined that the behavior of the pupil was not caused by homelessness or being in foster care. Section 4 of this bill makes a conforming change related to the reference of subsection numbers changed in section 10.",Enacted,Chapter 530.,Yes,Yes,Yes,0.587,"The enrolled bill differs from the introduced version before it reached the Governor. NELIS lists adopted amendments: Amendment 437, Amendment 582.",Amendment 437; Amendment 582,https://www.leg.state.nv.us/App/NELIS/REL/81st2021/Bill/8012/Overview
